id	isolate	aliases	country	year	serotype	Sp_cgc_1000
4236	MOS 81		Russia	2005	23F	
4237	391		Norway	2006	15B	
4238	455		Norway	2006	19F	
4239	494		Norway	2006	6A	
4240	522		Norway	2006	6B	
4241	539		Norway	2006	19F	
4242	543-I		Norway	2006	8	
4243	7303-05		USA	2005	19A	
4244	6575-05		USA	2005	19A	
4245	7435-06		USA	2005	19A	
4246	7341-05		USA	2005	19A	
4247	6636.00		Spain	2003	9V	
4248	351.00		Spain	2004	15A	
4249	5652-06		USA	2005	19A	
4250	612		Spain	2002	19A	
4251	950		Spain	2006	3	
4252	583		Spain	2002	6A	
4253	986		Spain	2006	13	
4254	580		Spain	2002	19F	
4255	756		Spain	2005	6A	
4256	660		Spain	2003	6B	
4257	577		Spain	2002	14	
4258	EGY	99-17829	Egypt	1999	35	
4259	EGY	99-00269	Egypt	1999	6B	
4260	PJ1874		Sweden	2000	17A	
4261	RP912		Sweden	1999	19F	
4262	PJ1176		Sweden	1998	34	
4263	PJ1322		Sweden	1997	35F	
4264	PJ1857		Sweden	2000	27	
4265	010-H		Spain	2002	18C	
4266	056-H		Spain	2005	19F	
4267	066-H		Spain	2005	15A	
4268	0121-NP		Spain	2005	14	
4269	0187-NP		Spain	2005	23B	
4270	0304-NP		Spain	2005	19A	
4271	0346-NP		Spain	2005	35F	
4272	0427-NP		Spain	2005	6A	
4273	0467-NP		Spain	2005	11	
4274	0488-NP		Spain	2005	15A	
4275	0492-NP		Spain	2005	11	
4276	0526-NP		Spain	2005	19F	
4277	001-CP		Spain	2005	19F	
4278	006-CP		Spain	2005	14	
4279	011-CP		Spain	2005	6A	
4280	3496	24908	Czech Republic	2002	4	
4281	985		Spain	2006	19A	
4282	450		Norway	2006	23F	
4283	519		Norway	2006	19F	
4284	465		Norway	2006	19F	
4285	252		Norway	2006	6A	
4286	364		Norway	2006	6A	
4287	337		Norway	2006	23F	
4288	352-II		Norway	2006	11A	
4289	549		Norway	2006	19F	
4290	552		Norway	2006	23F	
4291	559-I		Norway	2006	15C	
4292	560-II		Norway	2006	33F	
4293	607-II		Norway	2006	3	
4294	611		Norway	2006	6A	
4295	266-I		Norway	2006	3	
4296	296		Norway	2006	19F	
4297	327		Norway	2006	19A	
4298	2004V1894S		Portugal	2004	33F	
4299	2004V1825S		Portugal	2004	9N	
4300	2004V1454S		Portugal	2004	19A	
4301	38	105	Spain	2003	19A	
4302	10	79956	Spain	2001	14	
4303	5	1087	Spain	2001	6B	
4304	44	1579	Spain	2003	10A	
4305	jun/37		UK [Scotland]	2006	6B	
4306	jun/41		UK [Scotland]	2006	4	
4307	D273		Vietnam		6	
4308	D482		Vietnam		6	
4309	D117		Vietnam		6	
4310	D443		Vietnam		10	
4311	D548		Vietnam		15	
4312	D572		Vietnam		19	
4313	D332		Vietnam		23	
4314	355		Norway	2006	11A	
4315	4881		South Africa	2005	25	
4316	549		South Africa	2005	23F	
4317	5234		South Africa	2005	14	
4318	PJ 2180		Sweden		19A	
4319	PJ 2235		Sweden		14	
4320	PJ 2244		Sweden		18C	
4321	PJ 132		Sweden		18F	
4322	PJ 2441		Sweden		6B	
4323	PJ02-441		Sweden	2002	13	
4324	PJ02-907		Sweden	2002	6B	
4325	PJ04-145		Sweden	2004	6B	
4326	PJ02-787		Sweden		29	
4327	00-002594		Egypt	2000	14	
4328	99-005894		Egypt	1999	20	
4329	99-001314		Egypt	1999	10B	
4330	99-005140		Egypt	1999	19A	
4331	03-001799		Egypt	2003	6B	
4332	00-003848		Egypt	2000	5	
4333	04-040590		Oman	2004	9A	
4334	04-040591		Oman	2004	2	
4335	93-009		South Korea	1993	19F	
4336	00-010		South Korea	2000	19F	
4337	00-068		South Korea	2000	19F	
4338	02-497		South Korea	2002	19F	
4339	03-298		South Korea	2003	19F	
4340	02-090		South Korea	2002	19F	
4341	07-1636		UK [Scotland]	2007	23F	
4342	PAK-06-022812		Pakistan	2006	19F	
4343	LEB-06-003885		Lebanon	2006	6B	
4344	LEB-06-003896		Lebanon	2006	14	
4345	MOR-06-004329		Morocco	2006	24	
4346	PU5323002		USA	2005	19F	
4347	4426-T-2		Australia	1998	4	
4348	P201-CB		USA	2004	ND	
4349	P195-CB		USA	2004	19A	
4350	P196-C		USA	2004	33	
4351	3136		South Africa	2005	19F	
4352	QAT-05-025417		Qatar	2005	14	
4353	QAT-05-008158		Qatar	2005	6B	
4354	QAT-05-008159		Qatar	2005	14	
4355	25	22	Spain	2001	31	
4356	QAT-05-025418		Qatar	2005	18F	
4357	QAT-05-008147		Qatar	2005	14	
4358	QAT-05-008161		Qatar	2005	18F	
4359	QAT-05-025416		Qatar	2005	23A	
4360	QAT-05-008142		Qatar	2005	12B	
4361	QAT-05-008149		Qatar	2005	1	
4362	QAT-05-008148		Qatar	2005	1	
4363	QAT-05-025415		Qatar	2005	23F	
4364	QAT-05-008155		Qatar	2005	9A	
4365	QAT-05-008154		Qatar	2005	4	
4366	19426		Kenya	2006	6B	
4367	14010		Kenya	2005	14	
4368	19951		Kenya	2006	1	
4369	11980		Kenya	2004	6B	
4370	13981		Kenya	2005	19A	
4371	17256		Kenya	2005	5	
4372	13580		Kenya	2004	19F	
4373	17570		Kenya	2005	14	
4374	19145		Kenya	2006	14	
4375	17243		Kenya	2005	23F	
4376	13255		Kenya	2004	23F	
4377	RP5331		Sweden	2006	NT	
4378	308-I		Norway	2006	6B	
4379	445		Norway	2006	6A	
4380	06-02-001		USA	2007	19A	
4381	3139		Spain	2004	9V	
4382	80		Spain	2005	9V	
4383	1115		Spain	2006	9V	
4384	1399		Spain	2006	9V	
4385	2207		Spain	2006	9V	
4386	360		Norway	2006	6A	
4387	196		Norway	2006	15B	
4388	1738		Spain	2004	9V	
4389	213		Norway	2006	19F	
4390	2004V1769S		Portugal	2004	21	
4391	2002V0599S		Portugal	2002	19A	
4392	3120-06		USA	2005	19A	
4393	6722-06		USA	2005	19A	
4394	4161-06		USA	2005	19A	
4395	7324-05		USA	2005	19A	
4396	N33		UK [England]	2004	1	
4397	962	7292-04	USA	2004	14	
4398	1113	3014-05	USA	2004	19A	
4399	1261	3919-05	USA	2004	9V	
4400	2235	2647-99	USA	1998	6B	
4401	2155	6850-04	USA	2003	9V	
4402	2170	3111-04	USA	2003	19A	
4403	2183	5189-03	USA	2003	19A	
4404	2237	5598-00	USA	2000	6B	
4405	2248	2885-00	USA	2000	23F	
4406	2261	6311-99	USA	1999	23F	
4407	2262	6358-99	USA	1999	23F	
4408	2265	4175-99	USA	1999	6B	
4409	S-8	w11-8	China	2004	4	
4410	S-11	w11-11	China	2004	35C	
4411	S-17	w11-17	China	2004	NT	
4412	S-38	w10-86	China	2003	35A	
4413	S-40	w10-90	China	2003	35A	
4414	S-43	w10-98	China	2004	33B	
4415	S-48	w17-4	China	2004	35B	
4416	S-49	w17-5	China	2004	6A/B	
4417	S-61	w17-65	China	2004	6B	
4418	S-62	05-w1-3	China	2005	7C	
4419	S-82	05-w5-29	China	2005	4	
4420	S-101	05-w5-48	China	2005	15B/C	
4421	S-115	w18-19	China	2004	14	
4422	S-132	g+12-4	China	2004	8	
4423	S-150		China	2005	6A/B	
4424	S-190	Child SH-112	China	2005	6A/B	
4425	S-192	Child SH-114	China	2005	14	
4426	S-194	Child SH-119	China	2005	6A/B	
4427	S-195	Child SH-120	China	2005	14	
4428	3693		Portugal	2001	6B	
4429	3683		France	2002	6A	
4430	3736		France	2002	19A	
4431	3826		France	2002	6A	
4432	3827		France	2002	19A	
4433	3951		France	2002	15C	
4434	4056		France	2002	19A	
4435	4087		France	2002	15A	
4436	4090		France	2002	19A	
4437	4117		France	2002	15B	
4438	4120		France	2002	19A	
4439	4130		France	2002	6A	
4440	4141		France	2002	19A	
4441	4156		France	2002	19A	
4442	4332		France	2002	23A	
4443	4416		France	2002	19A	
4444	4418		France	2002	15C	
4445	4451		France	2002	19A	
4446	4506		France	2003	6A	
4447	4615		France	2003	35B	
4448	4640		France	2003	19A	
4449	4643		France	2003	19A	
4450	4732		France	2003	19A	
4451	4733		France	2003	19A	
4452	4738		France	2003	15A	
4453	4767		France	2003	6A	
4454	5687		France	2003	19A	
4455	5799		France	2003	15B	
4456	5821		France	2003	19A	
4457	5917		France	2003	19A	
4458	6397		France	2003	19A	
4459	7157		France	2003	19A	
4460	7243		France	2003	19A	
4461	7508		France	2003	6A	
4462	8055		France	2003	15A	
4463	8088		France	2003	19A	
4464	8886		France	2003	NT	
4465	8890		France	2003	19A	
4466	8956		France	2003	6A	
4467	8989		France	2003	19A	
4468	9022		France	2003	19A	
4469	9024		France	2003	6A	
4470	9068		France	2003	19A	
4471	9116		France	2003	6A	
4472	9121		France	2003	21	
4473	9129		France	2003	6A	
4474	9134		France	2003	15A	
4475	9146		France	2003	19A	
4476	9345		France	2004	15A	
4477	9346		France	2004	19A	
4478	9403		France	2004	15B	
4479	9407		France	2004	15B	
4480	9416		France	2004	6A	
4481	9418		France	2004	19A	
4482	9487		France	2004	15C	
4483	9545		France	2004	15C	
4484	10212		France	2004	19A	
4485	11479		France	2004	19A	
4486	11550		France	2004	NT	
4487	12425		France	2004	19A	
4488	12567		France	2004	19A	
4489	12578		France	2004	15A	
4490	12584		France	2004	19A	
4491	12600		France	2004	19A	
4492	12650		France	2004	6A	
4493	12664		France	2004	19A	
4494	12681		France	2004	15C	
4495	12742		France	2004	19A	
4496	12810		France	2005	15A	
4497	12819		France	2005	19A	
4498	12859		France	2005	19A	
4499	12919		France	2005	6A	
4500	12957		France	2005	19A	
4501	12958		France	2005	19A	
4502	13243		France	2005	15B	
4503	13277		France	2005	19A	
4504	13288		France	2005	19A	
4505	13373		France	2005	19A	
4506	13399		France	2005	6A	
4507	13401		France	2005	24F	
4508	13471		France	2005	15A	
4509	13514		France	2005	19A	
4510	13536		France	2005	19A	
4511	13636		France	2005	15C	
4512	14206		France	2005	15A	
4513	14214		France	2005	6A	
4514	14220		France	2005	19A	
4515	14232		France	2005	35B	
4516	14305		France	2005	11A	
4517	14908		France	2005	6A	
4518	14926		France	2005	35B	
4519	14928		France	2005	19A	
4520	15024		France	2005	19A	
4521	15030		France	2005	35B	
4522	15143		France	2005	35B	
4523	15160		France	2005	16F	
4524	15212		France	2005	19A	
4525	15213		France	2005	15C	
4526	15382		France	2005	23A	
4527	15480		France	2005	19A	
4528	15562		France	2005	23A	
4529	15737		France	2005	35B	
4530	15738		France	2005	19A	
4531	15746		France	2005	19A	
4532	15747		France	2005	6A	
4533	15749		France	2005	15A	
4534	15755		France	2005	19A	
4535	15774		France	2005	35B	
4536	15783		France	2005	19A	
4537	15825		France	2005	15B	
4538	15842		France	2005	23A	
4539	15853		France	2005	15A	
4540	15930		France	2005	19A	
4541	16019		France	2005	6A	
4542	16038		France	2005	NT	
4543	16172		France	2006	19A	
4544	16175		France	2006	24F	
4545	16491		France	2006	35B	
4546	16494		France	2006	15A	
4547	16504		France	2006	15C	
4548	16512		France	2006	19A	
4549	16521		France	2006	19A	
4550	16540		France	2006	35B	
4551	16542		France	2006	31	
4552	16547		France	2006	6A	
4553	16549		France	2006	19A	
4554	16568		France	2006	NT	
4555	16635		France	2006	15B	
4556	16782		France	2006	19A	
4557	17002		France	2006	35B	
4558	17223		France	2006	19A	
4559	17618		France	2006	19A	
4560	OM-04-040595		Oman	2004	4	
4561	OM-04-040598		Oman	2004	10A	
4562	PAK-05-035307		Pakistan	2005	14	
4563	SYR-06-025608		Syria	2006	1	
4564	NIG-07-000024		Nigeria	2007	19F	
4565	Leb-06-003887		Lebanon	2006	1	
4566	Leb-06-003888		Lebanon	2006	9A	
4567	Leb-06-003892		Lebanon	2006	3	
4568	R-2612		UK [England]	2003	23F	
4569	R-2798		UK [England]	2004	23F	
4570	R-2866		UK [England]	2004	23F	
4571	R-1342		UK [England]	1999	24F	
4572	R-2482		UK [England]	2003	19F	
4573	R-2967		UK [England]	2005	18C	
4574	338		Czech Republic	2005	23F	
4575	335		Czech Republic	2005	23F	
4576	360		Czech Republic	2005	23F	
4577	77		Czech Republic	2004	6A	
4578	186		Czech Republic	2005	6A	
4579	50		Czech Republic	2004	6A	
4580	GE07/A250		Italy	2007	14	
4581	GE07/A169		Italy	2007	23F	
4582	GE07/A340		Italy	2007	14	
4583	GE07/A368		Italy	2007	19F	
4584	GE07/A380		Italy	2007	4	
4585	GE07/A405		Italy	2007	6B	
4586	001-006		Japan	2003	3	
4587	004-007		Japan	2004	3	
4588	R-1705		UK [England]	2000	6B	
4589	W33-23F		South Africa	2007	23F	
4590	16445		South Africa	2004	19F	
4591	W24-23F		South Africa	2007	23F	
4592	OMA-04-040613		Oman	2004	19A	
4593	PAK-05-035014		Pakistan	2005	15B	
4594	Leb-06-003883		Lebanon	2006	19A	
4595	Leb-06-003884		Lebanon	2006	24	
4596	MOR-06-004322		Morocco	2006	24	
4597	23	19	Spain	2001	9V	
4598	43	3410	Spain	2003	12F	
4599	SP33	47925	Spain	2000	12F	
4600	50	1979	Spain	2002	9V	
4601	48	3514	Spain	2002	15F	
4602	06-1369		UK [Scotland]	2006	8	
4603	07-1786		UK [Scotland]	2007	NT	
4604	jul/92		UK [Scotland]	2007	7F	
4605	jul/39		UK [Scotland]	2007	16F	
4606	137-O	43440	Spain	2004	14	
4607	28-O		Spain	2004	23A	
4608	20030011		Burkina Faso	2007	1	
4609	20030154		Burkina Faso	2007	45	
4610	20030028		Burkina Faso	2007	34	
4611	20030151		Burkina Faso	2007	7F	
4612	C4023		South Africa	1987	3	
4613	9355		South Africa	2003	3	
4614	13314		South Africa	2004	3	
4615	13574		South Africa	2004	3	
4616	18031	401-05	Niger	2005	1	
4617	18032	95-05	Niger	2005	12F	
4618	18033	532-05	Niger	2005	1	
4619	18034	224-05	Niger	2005	4	
4620	18035	817-05	Niger	2005	23F	
4621	18036	840-05	Niger	2005	1	
4622	18037	1154-05	Niger	2005	23F	
4623	18038	63-06	Niger	2006	2	
4624	18039	165/HNN/06	Niger	2006	10F	
4625	18040	443-06	Niger	2006	2	
4626	18041	456-06	Niger	2006	18C	
4627	18043	682-06	Niger	2006	20	
4628	18044	828-06	Niger	2006	1	
4629	18045	1113-06	Niger	2006	18C	
4630	18046	1126-06	Niger	2006	2	
4631	18047	1144-06	Niger	2006	1	
4632	18048	303/HNN/06	Niger	2006	23F	
4633	18049	1340-06	Niger	2006	48	
4634	18050	1476-06	Niger	2006	1	
4635	18051	1498-06	Niger	2006	14	
4636	18053	1671-06	Niger	2006	6A	
4637	18054	1689-06	Niger	2006	14	
4638	18055	1892-06	Niger	2006	NT	
4639	18056	2010-06	Niger	2006	1	
4640	18057	2028-06	Niger	2006	1	
4641	18059	2327-06	Niger	2006	12F	
4642	18060	2328-06	Niger	2006	12F	
4643	18063	2879-06	Niger	2006	22A	
4644	601042MEF		USA	2007	6A	
4645	15664		South Africa	2004	3	
4646	1401/02	B5691	Czech Republic	2002	6A	
4647	881	11705	Czech Republic	2004	19F	
4648	1206	7067	Czech Republic	2000	6A	
4649	250		Czech Republic	2005	6A	
4650	294		Czech Republic	2005	6A	
4651	273		Czech Republic	2005	6A	
4652	165		Czech Republic	2005	6A	
4653	PBI130		Sweden	1999	23F	
4654	PBI149		Sweden	1998	11A	
4655	PBI156		Sweden	1999	14	
4656	PBI160		Sweden	1999	23F	
4657	PBI174		Sweden	2000	19F	
4658	PJ04-214		Sweden	2004	19A	
4659	PJ1400		Sweden	1997	23F	
4660	PJ2314		Sweden	1997	19F	
4661	PJ02-306		Sweden	2002	18C	
4662	PJ03-408		Sweden	2003	18C	
4663	282		Czech Republic	2001	6A	
4665	33D/2	CSF/79	India	1979	33D	5
4666	33B/2	E294 (da)	Denmark		33B	7
4667	33C/2	7098/41 (da)	Denmark		33C	
4668	31262		China		33B	
4669	31263		China		33C	
4670	227		Taiwan	2006	15	
4671	KHS012		Taiwan	2004	19F	
4672	KHS021		Taiwan	2004	19F	
4673	KHS130		Taiwan	2006	23F	
4674	02-000017		Egypt	2002	9A	
4675	99-000679		Egypt	1999	8	
4676	99-008662		Egypt	1999	15A	
4677	12178		UK [England]	2005	1	
4678	A8		Russia	2006	15C	
4679	A138		Russia	2006	11A	
4680	HEBA id109	IH155790-0	Finland	2005	14	
4681	HEBA id110	IH156255-1	Finland	2005	19F	
4682	HEBA id129	IH158043-3	Finland	2006	14	
4683	PU6144005		USA	2004	23A	
4684	PU6289018	USA	USA	2004	19F	
4685	CMUH008		Taiwan	2005	23F	
4686	017-004		Japan	2003	14	
4687	017-033		Japan	2004	6B	
4688	004-002		Japan	2003	6B	
4689	017-016		Japan	2003	6B	
4690	19A-625	625	Israel	2001	19A	
4691	19A-818	818	Israel	2002	19A	
4692	19A-1791	1791	Israel	2000	19A	
4693	19A-1300596	1300596	Israel	2004	19A	
4694	19A-318	318	Israel	2003	19A	
4695	19A-163	163	Israel	2003	19A	
4696	19A-1435	1435	Israel	2000	19A	
4697	19A-867	867	Israel	1999	19A	
4698	19A-2583	2583	Israel	1999	19A	
4699	19A-148	148	Israel	2002	19A	
4700	Pak-05-035013		Pakistan	2005	19F	
4701	Pak-05-035024		Pakistan	2005	15F	
4702	Pak-05-035030		Pakistan	2006	7F	
4703	Leb-06-003895		Lebanon	2006	18C	
4704	Syr-06-025624		Syria	2006	6A	
4705	Mor-06-025913		Morocco	2006	4	
4706	Oma-04-040620		Oman	2004	14	
4707	Pak-05-035026		Pakistan	2004	14	
4708	20030076		Burkina Faso	2007	23F	
4709	20030120		Burkina Faso	2007	14	
4710	20030199		Burkina Faso	2007	6B	
4711	20030326		Burkina Faso	2007	4	
4712	20030342		Burkina Faso	2007	35B	
4713	20030461		Burkina Faso	2007	23F	
4714	549		Spain	2001	14	
4715	509		Spain	2000	6A	
4716	904		Spain	2006	22	
4717	894		Spain	2006	6A	
4718	1023		Spain	2007	19F	
4719	1053		Spain	2008	12F	
4720	960		Poland	2006	14	
4721	1962		Poland	2006	3	
4722	2166		Poland	2006	6B	
4723	2584		Poland	2006	34	
4724	2710		Poland	2006	6B	
4725	1656		Poland	2003	23F	
4726	294		Poland	2006	28F	
4727	2433		Poland	2006	20	
4728	2869		Poland	2006	23A	
4729	2216		Poland	2004	9N	
4730	20030008		Burkina Faso	2007	1	
4731	jul/00		UK [Scotland]	2007	23F	
4732	jul/93		UK [Scotland]	2007	NT	
4733	111/05		Norway	2005	6B	
4734	128/05		Norway	2005	12F	
4735	337/05		Norway	2005	18C	
4736	S-042		China	2004	16F	
4737	S-070		China	2005	19F	
4738	S-083		China	2005	18C	
4739	S-090		China	2005	38	
4740	S-117		China	2004	6A	
4741	S-185		China	2005	19F	
4742	jul/66		UK [Scotland]	2007	35F	
4743	jul/01		Bolivia	2007	17F	
4744	jul/06		Bolivia	2007	23A	
4745	jul/07		Bolivia	2007	19A	
4746	jul/08		Bolivia	2007	38	
4747	jul/09		Bolivia	2007	19F	
4748	jul/10		Bolivia	2007	23A	
4749	jul/46		UK [Scotland]	2007	22F	
4750	jul/78		UK [Scotland]	2007	6A	
4751	jul/26		UK [Scotland]	2007	3	
4752	jul/75		UK [Scotland]	2007	9V	
4753	38275		Brazil	2001	21	
4754	22165		Brazil	2000	NT	
4755	001-009		Japan	2003	6B	
4756	04-015942		Sudan	2004	23F	
4757	05-035009		Pakistan	2005	39	
4758	05-035011		Pakistan	2005	18C	
4759	05-035018		Pakistan	2005	6B	
4760	05-035306		Pakistan	2005	19F	
4761	06-025626		Syria	2006	9V	
4762	22		Russia	2006	19F	
4763	43		Russia	2006	6B	
4764	68		Russia	2006	35F	
4765	70		Russia	2006	19F	
4766	132		Russia	2006	9V	
4767	140		Russia	2006	23F	
4768	143		Russia	2006	14	
4769	25		Russia	2006	16F	
4770	89		Russia	2006	NT	
4771	203		Russia	2006	11A	
4772	208		Russia	2006	14	
4773	219		Russia	2006	19F	
4774	132/05		Norway	2005	23F	
4775	129/05		Norway	2005	11A	
4776	260/05		Norway	2005	6B	
4777	307/05		Norway	2005	18C	
4778	3003		Norway	2005	35B	
4779	274/05		Norway	2005	4	
4780	303/05		Norway	2005	3	
4781	2041536		The Netherlands	2004	19	
4782	2071164		The Netherlands	2007	19	
4783	2071172		The Netherlands	2007	19	
4784	2051086		The Netherlands	2005	19	
4785	2050164		The Netherlands	2005	19	
4786	2051548		The Netherlands	2005	19	
4787	2060459		The Netherlands	2006	19	
4788	2061516		The Netherlands	2006	19	
4789	2071185		The Netherlands	2007	19	
4790	ICE752	0601+05240	Iceland	2006	19F	
4791	ICE756	0503+31234	Iceland	2005	19F	
4792	ICE765	previs 700	Iceland	2004	19F	
4793	2070327		The Netherlands	2007	19	
4794	2071190		The Netherlands		19	
4795	4496		Australia	1988	1	
4796	2663		Australia	2007	11A	
4797	59388		Australia		11	
4798	30506		Australia	2003	11A	
4799	18061		Niger	2006	45	
4800	13573	612-04	Niger	2004	7C	
4801	13580	10-04/HNN	Niger	2004	19F	
4802	13606	23-05/HNN	Niger	2005	4	
4803	BAN28	14805	Bangladesh	2001	rough	
4804	BAN46	14823	Bangladesh	2002	1	
4805	CAP1	20600	Germany	2003	33F	
4806	CAP2	20601	Germany	2003	3	
4807	CAP3	20602	Germany	2003	19F	
4808	CAP4	20603	Germany	2003	14	
4809	CAP5	20604	Germany	2003	23A	
4810	CAP6	"20605; FLNM00000000"	Germany	2003	19A	
4811	CAP7	20606	Germany	2003	3	
4812	CAP8	20607	Germany	2003	11A	
4813	CAP9	20608	Germany	2003	3	
4814	CAP13	20612	Germany	2003	14	
4815	CAP15	20614	Germany	2003	35C	
4816	CAP20	20619	Germany	2004	1	
4817	CAP24	20623	Germany	2004	3	
4818	CAP26	20625	Germany	2004	23F	
4819	CAP29	20628	Germany	2004	14	
4820	CAP33	20632	Germany	2004	3	
4821	CAP35	20634	Germany	2004	14	
4822	CAP36	20635	Germany	2004	11A	
4823	CAP37	20636	Germany	2004	14	
4824	CAP39	20638	Germany	2004	3	
4825	CAP41	20640	Germany	2004	4	
4826	RKI3322	38897	Germany	2009	15A	
4827	CAP48	20647	Germany	2004	14	
4828	CAP50	20649	Germany	2004	14	
4829	CAP52	20651	Germany	2004	19A	
4830	CAP53	20652	Germany	2004	3	
4831	CAP55	20654	Germany	2004	1	
4832	CAP59	20658	Germany	2004	7F	
4833	CAP61	20660	Germany	2004	14	
4834	CAP63	20662	Germany	2004	19F	
4835	CAP68	20667	Germany	2004	11A	
4836	CAP69	20706	Germany	2004	6A	
4837	CAP71	20708	Germany	2004	11A	
4838	CAP73	20710	Germany	2004	7F	
4839	CAP74	20711	Germany	2004	3	
4840	CAP76	20713	Germany	2004	23F	
4841	CAP77	20714	Germany	2004	14	
4842	CAP80	20869	Germany	2004	14	
4843	CAP81	20870	Germany	2004	23F	
4844	CAP82	20871	Germany	2004	14	
4845	CAP83	20872	Germany	2004	1	
4846	CAP84	20873	Germany	2004	19F	
4847	CAP85	20874	Germany	2004	3	
4848	CAP86	20875	Germany	2004	9N	
4849	CAP87	20876	Germany	2004	1	
4850	CAP88	20877	Germany	2004	9V	
4851	CAP89	20878	Germany	2004	23F	
4852	CAP90	20879	Germany	2004	11A	
4853	CAP92	20881	Germany	2004	14	
4854	CAP93	21292	Germany	2004	7F	
4855	CAP95	21294	Germany	2004	19F	
4856	CAP96	"21295; FLMY00000000"	Germany	2004	19A	
4857	CAP97	21296	Germany	2004	3	
4858	CAP98	21297	Germany	2004	3	
4859	CAP100	"21299; FLNA00000000"	Germany	2004	15B	
4860	CAP102	21301	Germany	2004	6A	
4861	CAP104	21303	Germany	2004	6A	
4862	CAP107	23549	Germany	2005	7F	
4863	CAP108	23550	Germany	2005	3	
4864	CAP110	23552	Germany	2005	11A	
4865	CAP111	23553	Germany	2005	19F	
4866	CAP112	23554	Germany	2005	3	
4867	CAP114	23556	Germany	2005	5	
4868	CAP115	23557	Germany	2005	3	
4869	CAP116	23558	Germany	2005	3	
4870	CAP117	23559	Germany	2005	19F	
4871	CAP121	23563	Germany	2005	19F	
4872	CAP122	23564	Germany	2005	14	
4873	CAP124	23565	Germany	2005	14	
4874	CAP127	23567	Germany	2005	11A	
4875	CAP128	26569	Germany	2005	19F	
4876	CAP129	26570	Germany	2005	3	
4877	CAP130	26571	Germany	2005	14	
4878	CAP131	26572	Germany	2005	3	
4879	CAP133	26574	Germany	2005	14	
4880	CAP134	26575	Germany	2005	6B	
4881	CAP136	26577	Germany	2005	19F	
4882	CAP137	26578	Germany	2005	4	
4883	CAP138	26579	Germany	2005	1	
4884	CAP139	26580	Germany	2005	8	
4885	CAP140	26581	Germany	2005	3	
4886	CAP141	26582	Germany	2005	13	
4887	CAP142	26583	Germany	2005	23F	
4888	CAP143	26584	Germany	2005	1	
4889	CAP144	26585	Germany	2005	1	
4890	CAP145	26586	Germany	2005	7F	
4891	CAP146	26587	Germany	2005	14	
4892	CAP147	26588	Germany	2005	7F	
4893	CAP148	26589	Germany	2005	9V	
4894	CAP149	26590	Germany	2005	3	
4895	CAP150	26591	Germany	2005	14	
4896	CAP151	26592	Germany	2005	19F	
4897	CAP152	26593	Germany	2005	3	
4898	CAP153	26594	Germany	2005	9V	
4899	CAP155	27510	Germany	2006	3	
4900	CAP157	27512	Germany	2006	3	
4901	CAP159	27514	Germany	2006	3	
4902	CAP161	"27516; FLUC00000000"	Germany	2006	15C	
4903	CAP162	27517	Germany	2006	3	
4904	CAP164	27519	Germany	2006	3	
4905	CAP166	27826	Germany	2006	23F	
4906	CAP168	27828	Germany	2006	22F	
4907	CAP169	27829	Germany	2006	23F	
4908	CAP170	27830	Germany	2006	1	
4909	CAP171	27831	Germany	2006	22F	
4910	CAP172	27832	Germany	2006	31	
4911	CAP174	27834	Germany	2006	1	
4912	CAP175	27835	Germany	2006	9N	
4913	CAP176	27836	Germany	2006	23F	
4914	CAP177	27837	Germany	2006	19F	
4915	CAP178	27838	Germany	2006	31	
4916	CAP179	27839	Germany	2006	10A	
4917	CAP180	27840	Germany	2006	NT	
4918	CAP181	27841	Germany	2006	3	
4919	CAP182	27842	Germany	2006	NT	
4920	CAP183	27843	Germany	2006	3	
4921	CAP184	27844	Germany	2006	3	
4922	CAP185	27845	Germany	2006	35F	
4923	CAP186	27846	Germany	2006	8	
4924	FJS2	11864	France		14	
4925	FJS4	11865	France		23F	
4926	FJS6	11866	France		14	
4927	FJS7	11867	France		23F	
4928	FJS8	11868	France		23F	
4929	FJS9	11869	France		14	
4930	FJS10	11870	France		14	
4931	FJS11	11871	France		14	
4932	FJS14	11873	France		14	
4933	FJS16	11874	France		14	
4934	FJS17	11875	France		23F	
4935	FJS18	11876	France		23F	
4936	FJS19	11877	France		14	
4937	FJS22	11879	France		14	
4938	FJS23	11880	France		14	
4939	FJS24	11881	France		23F	
4940	FJS25	11882	France		19A	
4941	FJS26	11883	France		23F	
4942	FJS29	11885	France		6B	
4943	FJS30	11886	France		14	
4944	FJS32	11887	France		6B	
4945	FJS34	11888	France		9V	
4946	FJS40	11892	France		14	
4947	FJS41	11893	France		9V	
4948	FJS42	11894	France		9V	
4949	FJS43	11895	France		14	
4950	FJS45	11897	France		19F	
4951	FJS46	11898	France		19F	
4952	FJS47	11899	France		14	
4953	FJS48	11900	France		9V	
4954	FJS49	11901	France		14	
4955	FJS51	11902	Germany		23F	
4956	FJS54	11903	Germany		14	
4957	FJS58	11905	Greece		19F	
4958	FJS59	11906	Greece		19F	
4959	FJS60	11907	Greece		19F	
4960	FJS61	11908	Greece		19F	
4961	FJS62	11909	Poland		6B	
4962	FJS64	11911	Poland		6B	
4963	FJS66	11913	Poland		6B	
4964	FJS67	11914	Poland		23F	
4965	FJS68	11915	Portugal		15F	
4966	FJS70	11916	Spain		6B	
4967	FJS71	11917	Spain		6B	
4968	FJS72	11918	Spain		15A	
